year,hour,focal_depth,eq_primary,eq_mag_mw,eq_mag_ms,eq_mag_mb,eq_mag_ml,eq_mag_mfa,eq_mag_unk,intensity,country,state,location_name,latitude,longitude,total_deaths,total_damage_millions_dollars
-400,,,7.6,,7.6,,,,,,IRAN,,"IRAN:  REY,EIVAN-E-KAY",35.5,51.8,,
743,,,7.2,,7.2,,,,,9,IRAN,,IRAN:  EIVAN-E-KAY,35.3,52.2,,
978,,,5.3,,5.3,,,,,7,IRAN,,IRAN:  TAHERI (SIRAF),27.7,52.3,2000,
1608,,,7.6,,7.6,,,,,,IRAN,,"IRAN:  GILAN, W MAZANDARAN",36.4,50.5,,
1673,,,6.6,,6.6,,,,,8,IRAN,,"IRAN:  MASHHAD, NEYSHABUR (NISHAPUR)",36.3,59.3,5600,
1824,,,6.4,,6.4,,,,,8,IRAN,,"IRAN:  SHIRAZ, GUYUM",29.8,52.4,,
1825,,,6.7,,6.7,,,,,8,IRAN,,IRAN:  HARHAZ,36.1,52.6,,
1844,,,6.4,,6.4,,,,,,IRAN,,"IRAN:  KASHAN, QAMSAR, KAMU, KUSHIAN, CHUKA",33.6,51.4,1500,
1865,,,6,,6,,,,,7,IRAN,,"IRAN:  SHIRAZ, DARVESH-ASUH",29.6,53.1,,
1879,0,,6.7,,6.7,,,,,9,IRAN,,"IRAN:  BOZQUSH, ARDABIL, GAMRUD, TARK, MANAN",37.8,47.9,2000,
1883,,,6.2,,6.2,,,,,7,IRAN,,IRAN:  TABRIZ,38.1,46.3,,
1890,7,10,7.2,,7.2,,,,,10,IRAN,,"IRAN:  TASH, ASTRABAD (GORGAN), BASTAM, SHAKHRUD",36.6,54.6,171,
1911,18,15,6.5,6.5,6.7,,,,,8,IRAN,,IRAN:  RAVAR,30.46,56.305,700,
1923,22,15,6,6,5.7,,,,,10,IRAN,,IRAN:  TURBAT-HAKLARI,31.308,56.1,2200,
1923,7,,6.4,,6.4,,,,,9,IRAN,,IRAN:  QALEH JAQ KMEN:  BODZHNURD,37.2,57.7,157,
1935,23,15,6.4,6.4,,,,,6.3,9,IRAN,,"IRAN:  KEVSUT, ALBORZ, SARI",36.586,53.65,690,
1941,16,15,6.3,6.3,6.2,,,,6.3,8,IRAN,,IRAN:  MOHAMMADABAD,33.527,58.776,730,
1947,12,15,6.9,6.9,6.8,,,,6.9,8,IRAN,,IRAN:  DUSTABAD,33.604,58.642,500,
1950,17,15,5.7,5.7,5.5,,,,,7,IRAN,,IRAN: BUSHIRE,27.255,53.029,30,
1953,8,15,6.6,6.6,6.5,,,,6.4,8,IRAN,,IRAN:  TORUD,35.385,54.979,970,
1957,0,15,6.6,6.6,6.8,,,,6.6,9,IRAN,,"IRAN:  HAZANDERAN, ABEGARM",36.277,52.778,1100,
1957,1,15,6.5,6.5,6.7,,,,7.1,8,IRAN,,IRAN:  FARSINAJ,34.388,47.748,1200,
1958,19,15,6.7,6.7,6.6,,,,6.7,7,IRAN,,IRAN:  FIRUZABAD,34.29,47.867,132,
1958,16,,5.2,,5.2,,,,,6,IRAN,,IRAN,36,49,16,
1960,12,15,5.9,5.9,5.8,,,,6,7,IRAN,,IRAN:  LAR,27.814,54.497,420,20
1961,5,15,6.4,6.4,6.5,,,,6.6,8,IRAN,,"IRAN:  DEHKUYEH,KHANEH,LAR,SHAGHEB,NOKHRIZ,BIGHU",27.861,54.528,61,
1963,12,20,6,6,5.8,,,,7.2,7,IRAN,,IRAN:  KARKHANEH,34.438,47.882,,
1965,16,52,5.3,5.3,,,,,5.1,,IRAN,,IRAN:  NW,37.684,46.998,20,
1968,7,15,6.2,6.2,6.5,5.9,,,,,IRAN,,IRAN:  FERDOW,34,58.2,700,
1970,0,16,6.7,,6.7,,,,,8,IRAN,,"IRAN:  KARNAVEH, MAREV",37.8,55.9,220,8
1971,6,10,5.1,,5.1,5.2,,,,,IRAN,,"IRAN:  DASHT-E-ARJAN,KHAN-E-ZENYAN,SHIRAZ",29.8,51.9,,
1971,19,44,6.1,6.1,5.9,6,,,6,7,IRAN,,"IRAN:  TAZARJ,BARGHANY,MADANUIYEH,BARAFTAB,DARAGAH",28.363,55.737,1,
1971,6,45,4.8,,,4.8,,,4.8,,IRAN,,IRAN:  BABA KELU,30,50.7,,
1972,6,21,4.5,,,4.5,,,4.5,,IRAN,,"IRAN:  DEH KOHNEH,SA'DABAD,BORAZJAN",29.7,50.9,,
1973,7,11,5.8,5.8,5.5,,,,5.5,7,IRAN,,"IRAN:  QESHLAGH,DEH BID",30.589,53.058,1,
1975,14,33,5.5,5.5,5,5.2,,,,7,IRAN,,"IRAN:  SARPIR,DORAHAN,DEH BAGH",31.549,51.062,2,
1976,4,13,6,6,6.2,5.6,,,6.2,8,IRAN,,IRAN:  KHORASAN PROVINCE,33.846,59.208,17,
1977,21,29,6.7,6.7,6.9,6.2,,,7,8,IRAN,,IRAN:  BANDAR ABBAS,27.584,56.378,167,
1977,13,41,6,6,5.9,5.5,,,5.9,8,IRAN,,"IRAN:  NAGHAN,ARDAL,JAGHDAN,DASTGERD,KORDAN,SARMUR",31.845,50.711,366,
1977,1,37,5.4,,5.4,5.2,,,5.4,,IRAN,,IRAN:  AZARBAIJAN,38.934,44.38,3,
1977,23,31,5.9,5.9,5.8,5.4,,,5.8,7,IRAN,,IRAN:  BAB-TANGOL,30.94,56.53,584,
1979,2,33,6.6,6.6,6.6,6,,,,8,IRAN,,IRAN:  KHORASAN,33.978,59.832,171,
1979,17,10,7.1,7.1,7.5,6.1,,,,9,IRAN,,IRAN,33.974,59.847,20,
1979,9,33,6,,6,5.8,,,,,IRAN,,IRAN,34.033,59.817,,
1994,9,9,5.9,5.9,5.7,5.9,,,,,IRAN,,"IRAN:  FIRUZABAD, SHIRAZ",28.968,52.614,3,
1997,19,10,5.9,5.9,5.8,5.5,,,,,IRAN,,"IRAN:  BIRJAND, QAYEN",33.938,59.475,,
1998,19,9,6.6,6.6,6.9,5.9,,,,,IRAN,,"IRAN:  GOLBAF, BAFT, KERMAN",30.154,57.605,5,
2002,17,33,5.2,5.2,4.4,5.1,,,,,IRAN,,IRAN:  KERMANSHAH,34.594,47.454,,
2003,17,33,5.2,5.2,5,5.2,,,,,IRAN,,"IRAN:  KAZERUN, NURABAD",29.59,51.474,,
2003,17,10,5.8,5.8,5.5,5.9,,,,,IRAN,,IRAN:  SOUTHERN: GAJJIABAD,28.355,54.169,1,
2006,1,7,6.1,6.1,6,5.7,,,,,IRAN,,"IRAN:  WESTERN:  BORUJERD, DORUD",33.5,48.78,70,
2008,11,12,6.1,6.1,6,6.1,,,,,IRAN,,IRAN:  HORMOZGAN PROVINCE,26.743,55.828,7,
2010,13,24,5.4,5.4,,5.5,5.8,,,,IRAN,,IRAN:  TORBET-I-HEYDARIYEH,35.217,59.308,,
2010,19,7,5.7,5.7,5.5,5.6,,,,,IRAN,,IRAN:  DAMGHAN-TORUD,35.49,54.47,3,
2010,18,12,6.5,6.5,6.7,6.7,,,,,IRAN,,IRAN:  KERMAN,28.412,59.18,7,
2013,10,80,7.7,7.7,,7,,,,,IRAN,,IRAN; PAKISTAN:  MASHKAL,28.033,61.996,40,
2018,22,10,6,6,,,,,,,IRAN,,IRAN:  KERMANSHAH,34.663,46.277,2,
1310,,,5.5,,5.5,,,,,7,IRAQ,,"IRAQ:  SHAHRIZUR, SULAIMANIYA, BAGHDAD",35.6,46,,
2001,15,10,4.9,,4.9,,,,,8,LAOS,,LAOS;  VIETNAM: DIENBIEN PHU,21.396,102.715,,
1582,16,30,8.2,,8.2,,,,,10,PERU,,"PERU:  SOCABAYA,AREQUIPA",-16.6,-71.6,,
1586,0,60,8.5,,,,,,8.5,10,PERU,,PERU:  LIMA,-12.3,-77.7,22,
1604,18,30,8.5,,8.5,,,,,11,PERU,,PERU:  AREQUIPA; CHILE: ARICA,-17.88,-70.94,174,
1619,16,40,8.6,,8.6,,,,,9,PERU,,"PERU:  TRUJILLO, PIURA, SANTA",-7.941,-79.038,350,
1678,1,40,8.4,,8.4,,,,,9,PERU,,"PERU:  LIMA,SALINAS-HUAURA,LIMA,CALLAO,CHANCAY",-9,-79,,
1687,10,30,8.5,,8.5,,,,,10,PERU,,PERU:  LIMA,-13.5,-76.5,5000,
1725,4,60,7.7,,7.7,,,,,9,PERU,,"PERU: TRUJILLO, ANCASH, LIMA",-9,-79,1500,
1784,12,,8,,8,,,,,10,PERU,,"PERU:  AREQUIPA,CAMANA,MOQUEGUA,TAMBO",-16.5,-72,383,
1833,10,,7.7,,7.7,,,,,8,PERU,,PERU-CHILE:  PERU:  TACNA; CHILE:  ARICA,-18.251,-71.01,700,
1912,11,30,7,,7,,,,,10,PERU,,"PERU:  HUANCABAMBA,CAJAMARCA; ECUADOR:  GUAYAQUIL",-5.62,-80.413,,
1913,22,33,7.9,,7.9,,,,,10,PERU,,"PERU:  CARAVELI, CHUQUIBAMBA, OCONA, ATICO",-17,-74,,
1913,21,10,6.3,,6.3,,,,,10,PERU,,"PERU:  AMYARAES, ABANCAY, CASAYA, SORAYA",-14.2,-72.9,150,
1928,17,30,6.9,,6.9,,,,,9,PERU,,PERU,-13,-69.5,10,
1940,16,60,8.2,8.2,8.4,,,,,10,PERU,,PERU,-10.5,-77,179,
1942,22,60,8.2,8.2,8.6,,,,,9,PERU,,"PERU:  ICA, NAZCA",-15,-76,30,
1960,15,160,7.8,,7.8,,,,,10,PERU,,"PERU:  AREQUIPA,CHUQUIBAMBA,CARAVELI,COTAHUASI",-15.75,-72.75,63,
1970,11,35,5.4,,5.4,5.9,,,,9,PERU,,"PERU:  PANAO,CHACLLA,QUERO,AYLLAMARCA,LA LINDA",-9.9,-75.6,12,
1970,4,25,7.6,,7.6,6.3,,,,10,PERU,,PERU:  N;  ECUADOR:  S,-4,-80.7,82,6
1971,10,54,5.7,,,5.7,,,5.7,9,PERU,,PERU:  APURIMAC,-14.1,-73.3,5,
1974,8,98,6.3,,,6.3,,,6.6,,PERU,,"PERU:  LIMA, YAUYOS",-12.3,-76.35,10,
1974,14,13,8.1,8.1,7.6,6.6,,,,9,PERU,,"PERU:  LIMA, CALLAO",-12.27,-77.79,78,10
1986,20,51,4.6,,4.6,5.3,,,,6,PERU,,PERU:  CUZCO,-13.41,-71.785,16,22
1987,22,20,5.1,,5.1,5.4,,,,4,PERU,,"PERU:  SANTAOG DE CHUCO, TRUJILLO, CHIMBOTE",-8.143,-77.954,3,
1991,4,20,6.7,,6.7,6.5,,,,7,PERU,,"PERU:  RIOJA, MOYOBAMBA, NUEVA CAJAMARCA",-5.982,-77.094,53,
1999,13,62,4.4,,,4.4,,,,,PERU,,"PERU:  CHUSCHI, CANGALLo, HUANCAPI",-13.64,-74.43,,
2018,9,38,7.1,7.1,,,,,,9,PERU,,PERU: YAUCA,-15.982,-74.512,2,
1562,10,,8,,8,,,,,11,CHILE,,CHILE,-38.7,-73.5,,
1570,13,,8.3,,8.3,,,,,11,CHILE,,CHILE:  OLD CONCEPCION,-36.75,-73,2000,
1575,18,,8.5,,8.5,,,,,10,CHILE,,CHILE:  VALDIVIA,-39.8,-73.2,1321,
1657,23,,8,,8,,,,,11,CHILE,,"CHILE:  CONCEPCION, CHILLAN",-36.83,-73.03,40,
1730,8,,9.1,9.1,8.7,,,,,11,CHILE,,CHILE:  VALPARAISO,-32.5,-71.5,5,
1751,5,,8.5,,8.5,,,,,11,CHILE,,"CHILE:  CONCEPCION, CHILLAN, TALCA, TUTUBEN, CURICO",-36.83,-71.63,65,
1819,20,,8,,,,,,8,,CHILE,,CHILE:  COPIAPO,-27.4,-70.3,,
1819,3,,8.5,,,,,8.5,,10,CHILE,,CHILE:  COPIAPO,-27,-71.5,,
1837,12,,8.5,,8.5,,,,,10,CHILE,,CHILE:  VALDIVIA,-42.5,-74,16,
1851,10,,7.1,,7.1,,,,,8,CHILE,,CHILE:  VALPARAISO,-33.32,-71.42,,
1871,,,7.5,,7.5,,,,,,CHILE,,CHILE:  CENTRAL,-35,-72.5,,
1871,9,,7.3,,7.3,,,,,10,CHILE,,CHILE,-20.2,-70.2,,
1877,0,40,8.3,,8.3,,,,,11,CHILE,,CHILE:  OFF NORTH COAST,-21.5,-70.5,2385,
1878,12,40,7.9,,7.9,,,,,8,CHILE,,CHILE:  TARAPACA,-19.92,-70.335,,
1880,12,,7.7,,7.7,,,,,10,CHILE,,CHILE:  ILLAPEL,-31.62,-71.18,2,
1918,11,,7.8,,7.8,,,,,,CHILE,,CHILE:  COPIAPO,-26,-71,,
1922,4,35,8.7,8.7,8.3,,,,,11,CHILE,,CHILE:  ATACAMA,-28.553,-70.755,700,
1928,4,25,7.6,7.6,8,,,,,9,CHILE,,"CHILE:  TALCA, CHILLAN, SANTIAGO, SAN FERNANDO",-35,-72,279,
1946,19,60,7.9,,7.9,,,,,,CHILE,,CHILE:  NORTHERN,-26.5,-70.5,2,
2007,15,40,7.7,7.7,7.4,6.7,,,,8,CHILE,,"CHILE:  TOCOPILLA, MARIA ELENA",-22.247,-69.89,2,
138,,,6.8,,6.8,,,,,9,CHINA,,CHINA:  GANSU PROVINCE,35.8,103.5,,
1068,,,6,,6,,,,,8,CHINA,,"CHINA:  HEBEI PROVINCE:  CANGZHOU, HEJIAN",38.5,116.1,,
1125,,,7,,7,,,,,9,CHINA,,CHINA:  GANSU PROVINCE,36.1,103.7,,
1143,,,6,,6,,,,,8,CHINA,,CHINA:  NINGXIA,38.5,106.3,10000,
1209,,,6.3,,6.3,,,,,9,CHINA,,CHINA:  SHAANXI PROVINCE:  FUSHAN,36,111.8,3000,
1290,,,6.8,,6.8,,,,,9,CHINA,,CHINA:  NEI MONGOL:  NINGCHENG,41.5,119.3,100000,
1305,,,6.5,,6.5,,,,,9,CHINA,,"CHINA:  SHANXI PROVINCE:  HUAIREN, DATONG",39.8,113.1,2000,
1306,,,6.5,,6.5,,,,,9,CHINA,,CHINA:  NINGXIA:  KAICHENG,35.9,106.1,5000,
1368,,,6,,6,,,,,7,CHINA,,CHINA:  SHANXI PROVINCE: XUGOU,37.6,112.5,,
1445,,,6.3,,6.3,,,,,8,CHINA,,CHINA:  FUJIAN PROVINCE:  ZHANGZHOU,24.5,117.6,,
1481,,,6,,6,,,,,8,CHINA,,CHINA:  YUNNAN PROVINCE:,26.5,99.9,,
1487,,,6.3,,6.3,,,,,8,CHINA,,"CHINA:  SHAANXI PROVINCE:  LINTONG, XIANYANG",34.4,108.9,1900,
1512,,,6.5,,6.5,,,,,8,CHINA,,CHINA:  YUNNAN PROVINCE,25,98.5,,
1515,,,7,,7,,,,,9,CHINA,,CHINA:  YUNNAN PROVINCE:  HEQING,26.6,100.2,100,
1536,,,7.3,,7.3,,,,,10,CHINA,,CHINA:  SICHUAN:  N OF XICHANG,28.1,102.1,,
1560,,,5.5,,5.5,,,,,7,CHINA,,CHINA:  YUNNAN PROVINCE:  YILIANG,24.9,103.2,,
1568,,,6,,6,,,,,,CHINA,,"CHINA:  HEBEI PROVINCE:  QIANAN, LAOTING",39,119,,
1571,,,6,,6,,,,,8,CHINA,,CHINA:  YUNNAN PROVINCE:  TONGHAI,24.1,102.7,,
1573,,,6.8,,6.8,,,,,9,CHINA,,CHINA:  GANSU PROVINCE:  MINXIAN,34.4,104,,
1590,,,5.5,,5.5,,,,,7,CHINA,,CHINA:  GANSU PROVINCE,35.4,103.9,,
1600,,,7,,7,,,,,9,CHINA,,CHINA:  GUANGDONG PROVINCE,23.5,117.2,,
1604,,,8,,8,,,,7.5,9,CHINA,,CHINA:  FUJIAN PROVINCE:  OFF COAST,25,119.5,,
1609,,,7.3,,7.3,,,,,10,CHINA,,CHINA:  GANSU:  JIUQUAN,39.2,99,840,
1614,,,6.5,,6.5,,,,,8,CHINA,,CHINA:  SHAANXI PROVINCE,37.2,112.5,,
1618,,,6.5,,6.5,,,,,8,CHINA,,CHINA:  SHANXI PROVINCE,37,111.9,,
1628,,,6.3,,6.3,,,,,8,CHINA,,CHINA:  HEBEI PROVINCE,40.6,114.2,63,
1634,,,6,,6,,,,,8,CHINA,,CHINA:  GANSU PROVINCE:  XIHE,34.1,105.3,30,
1657,,,6,,6,,,,,8,CHINA,,CHINA:  SICHUAN PROVINCE,31.5,103.6,,
1680,,,6.8,,6.8,,,,,9,CHINA,,CHINA:  YUNNAN PROVINCE,25,101.5,2700,
1704,,,6,,6,,,,,8,CHINA,,CHINA:  SHAANXI PROVINCE:  LONGXIAN,34.9,106.8,,
1716,,30,7.5,,7.5,,,,7.5,9,CHINA,,"CHINA:  S XINJIANG:  AKSU, BALKHASH",41.2,80.3,,
1725,,,6,,6,,,,,8,CHINA,,"CHINA:  YUNNAN PROVINCE:   SONGMING, YILIANG",25.1,103.1,614,
1755,,,6.5,,6.5,,,,,8,CHINA,,CHINA:  YUNNAN PROVINCE,24.7,102.2,270,
1761,,,6,,6,,,,,8,CHINA,,CHINA:  YUNNAN PROVINCE,24.4,102.5,120,
1786,,,7.5,,7.5,,,,,9,CHINA,,CHINA:  SICHUAN PROVINCE:  S OF KANGDING,29.8,102.1,435,
1789,,,6.5,,6.5,,,,,9,CHINA,,"CHINA:  YUNNAN PROVINCE:  TONGHAI, HUANING",24.2,102.8,,
1814,,,6,,6,,,,,8,CHINA,,CHINA:  YUNNAN PROVINCE:  SIPING,23.7,102.5,900,
1816,,,6.5,,6.5,,,,,8,CHINA,,CHINA:  SICHUAN PROVINCE,31.4,100.7,2854,
1829,,,5.5,,5.5,,,,,7,CHINA,,CHINA:  ANHUI PROVINCE,33.2,117.9,,
1842,,,7,,7,,,,,9,CHINA,,CHINA: XINJIANG PROVINCE,43.6,93,,
1852,,,6,,6,,,,,8,CHINA,,CHINA: NINGXIA,37.5,105.2,300,
1863,,,5.5,,5.5,,,,,7,CHINA,,CHINA:  YUNNAN PROVINCE,26,100.1,,
1878,,,5.5,,5.5,,,,,7,CHINA,,CHINA:  YUNNAN PROVINCE,27.7,100.8,70,
1881,,,6.5,,6.5,,,,,8,CHINA,,CHINA:  GANSU PROVINCE,33.6,104.6,480,
1882,,,5.8,,5.8,,,,,8,CHINA,,CHINA:  HEBEI PROVINCE,38.1,115.5,11,
1887,,,6.8,,6.8,,,,,9,CHINA,,CHINA:  YUNNAN PROVINCE,23.7,102.5,2000,
1888,,,7.5,,7.5,,,,,,CHINA,,CHINA:  BOHAI GULF,38.5,119,,
1893,,,6.8,,6.8,,,,,9,CHINA,,CHINA:  SICHUAN PROVINCE,30.5,101.5,288,
1893,,,6.8,,6.8,,,,,9,CHINA,,CHINA: XINJIANG,41.7,82.8,90,
1901,,,6,,6,,,,,8,CHINA,,CHINA:  YUNNAN PROVINCE,26,100.1,,
1906,18,33,8.3,,8.3,,,,,9,CHINA,,CHINA:  XINJIANG PROVINCE,43.5,85,280,
1913,15,10,7,,7,,,,,9,CHINA,,CHINA:  YUNNAN PROVINCE,24.15,102.45,942,
1917,0,,6.3,,6.3,,,,,8,CHINA,,CHINA:  ANHUI PROVINCE:,31.3,116.2,,
1923,12,13,7.3,,7.3,,,,,10,CHINA,,CHINA:  SICHUAN PROVINCE,31.5,101,4800,
1932,2,,7.6,,7.6,,,,,10,CHINA,,CHINA:  GANSU PROVINCE,39.7,96.7,275,
1936,8,,6.8,,6.8,,,,,9,CHINA,,CHINA:  GANSU PROVINCE,35.4,103.4,,
1936,6,,6,,6,,,,,8,CHINA,,CHINA:  GANSU PROVINCE,34.2,105.7,115,
1940,13,,6,,6,,,,,8,CHINA,,CHINA:  YUNNAN PROVINCE,23.9,102.3,181,
1940,9,,5.8,,5.8,,,,,8,CHINA,,CHINA:  LIAONING PROVINCE,40.2,122,,
1941,15,,6,,6,,,,,8,CHINA,,CHINA:  HEILONGJIANG PROVINCE,47,127.2,132,
1948,7,18,7.3,,7.3,,,,,10,CHINA,,CHINA:  SICHUAN PROVINCE,29.5,100.5,800,
1949,16,,7.3,,7.3,,,,,9,CHINA,,CHINA:  XINJIANG PROVINCE,42,84,21,
1952,12,,6.8,,6.8,,,,,9,CHINA,,CHINA: SICHUAN PROVINCE,28.3,102.2,,
1952,14,,5.5,,5.5,,,,,8,CHINA,,CHINA:  SHANXI PROVINCE,39,112.7,,
1954,0,,7.3,,7.3,,,,,10,CHINA,,CHINA:  GANSU PROVINCE,39,101.3,,
1955,0,,6,,6,,,,,8,CHINA,,CHINA:  YUNNAN PROVINCE,26.5,101.1,,
1955,15,10,6.8,,6.8,,,,,9,CHINA,,CHINA:  YUNNAN PROVINCE,26.6,101.8,,
1960,10,,6.8,,6.8,,,,,9,CHINA,,CHINA:  SICHUAN PROVINCE,32.7,103.7,,
1961,17,33,5.8,,5.8,,,,,8,CHINA,,CHINA:   YUNNAN PROVINCE,24.97,98.63,,
1961,7,25,6,,6,,,,,8,CHINA,,CHINA:   YUNNAN PROVINCE,27.73,99.75,,
1962,20,25,6.1,,6.1,,,,,8,CHINA,,CHINA:  GUANGDONG PROVINCE,23.72,114.67,1,
1962,1,18,6.2,,6.2,,,,,7,CHINA,,CHINA:   YUNNAN PROVINCE,25.2,101.2,,
1966,14,,6.4,,6.4,,,,,9,CHINA,,CHINA:   YUNNAN PROVINCE,27.5,100.1,,
1966,2,,5.2,,5.2,,,,,7,CHINA,,CHINA:  JILIN PROVINCE,43.83,125.12,,
1967,8,30,6.3,,6.3,,,,,7,CHINA,,"CHINA:  HEBEI PROVINCE:  HEJIAN, DACHENG",38.5,116.5,,
1969,22,10,6.3,,6.3,,,,,7,CHINA,,CHINA:  XINJIANG PROVINCE:  WUSHI,41.45,79.367,4,
1970,17,31,7.8,,7.8,,,,,10,CHINA,,CHINA:  YUNNAN PROVINCE; VIETNAM:  HANOI,24.1,102.5,10000,
1974,19,11,7.1,,7.1,6.2,,,,,CHINA,,"CHINA:  YUNNAN AND SICHUAN PROVINCES, CHAO-T'UNG",28.24,104.01,20000,
1976,12,8,7.3,,7.3,6.1,,,,9,CHINA,,CHINA:  YUNNAN PROVINCE:  LUNGLING-LUSHI,24.57,98.953,,
1976,14,10,7.4,,7.4,6,,,,9,CHINA,,CHINA:  YUNNAN PROVINCE:  LUNGLING-LUSHI,24.531,98.71,,
1987,9,29,4.9,,,4.9,,,,4,CHINA,,CHINA:  GANZHOU PROVINCE:  XUNWU,24.924,115.608,,
1988,21,14,5.5,,,5.5,5.7,,,,CHINA,,CHINA:  LINGWU,38.111,106.336,,
1989,2,15,6.1,,6.1,6.1,,,,,CHINA,,CHINA:  SICHUAN PROVINCE:  XIAOJIN COUNTY,31.583,102.433,1,
1989,14,10,5.3,,5.3,5.1,,,,8,CHINA,,CHINA:  SHANXI AND HEBEI PROVINCES; DATONG,39.893,113.884,29,
1990,8,12,5.8,,5.8,5.6,,,,4,CHINA,,CHINA:  GANSU PROVINCE:  TIANZHU,37.093,103.781,4,
1993,20,33,5.6,5.6,5.6,5.4,,,,,CHINA,,CHINA:  YUNNAN PROVINCE,23.027,101.062,,
1995,22,13,5.6,5.6,5.4,5.7,,,,,CHINA,,"CHINA:  GANSU, YONGDENG, BAIYIN, DINGXI, JINGTAI",36.427,103.123,14,
1996,15,28,6.3,6.3,6,5.7,,,,,CHINA,,"CHINA:  S. XINJIANG:   ARTUX, JIASHI, BACHU, KASHI",39.993,76.696,24,24
1997,1,33,5.9,5.9,5.8,5.3,,,,,CHINA,,CHINA:  SOUTHERN XINJIANG:  JIASHI COUNTY,39.474,76.998,12,
1997,6,22,5.6,5.6,5.5,5.2,,,,,CHINA,,"CHINA:  S. XINJIANG, JIASHI COUNTY, KASHI",39.422,76.839,2,
1997,23,33,5.9,5.9,5.9,5.4,,,,,CHINA,,"CHINA:  S. XINJIANG, JIASHI COUNTY",39.513,76.865,,
1997,4,33,6,6,5.8,5.6,,,,,CHINA,,CHINA:  S. XINJIANG,39.537,76.998,,
1998,21,33,5.6,5.6,5.6,5.2,,,,,CHINA,,CHINA:  SOUTHERN XINJIANG,37.388,78.843,,
1998,9,33,6.4,6.4,6.4,5.6,,,,,CHINA,,CHINA:  SOUTHERN XINJIANG:  JIASHI,39.66,77.343,3,
1998,7,10,4.5,,,4.5,,,,,CHINA,,CHINA:  YUNNAN PROVINCE  SOUTHEASTERN,26.373,104.021,,22.6
2000,23,10,5.1,5.1,4.7,4.9,,,,,CHINA,,CHINA:  LIAONING PROVINCE,40.498,122.994,,
2001,0,33,5.6,5.6,5.4,5.7,,,,,CHINA,,"CHINA:  SICHUAN PROVINCE:  KANGDING, YAJIANG",29.513,101.129,3,
2002,13,22,5.5,5.5,5.3,5.6,,,,,CHINA,,CHINA:  GANSU PROVINCE:  YUMNE,39.736,97.443,2,
2003,15,10,5.8,5.8,5.6,5,,,,,CHINA,,CHINA:  S. XINJIANG:  YOPURGA,39.43,77.219,1,
2003,10,24,5.4,5.4,5.1,5.5,,,,,CHINA,,"CHINA:  NEI MONGOL:  LINDONG, TIANSHAN",43.77,119.643,4,
2003,12,33,5.6,5.6,5.6,5.2,,,,,CHINA,,CHINA:  YUNNAN PROVINCE:  DAYAO,25.954,101.254,3,
2003,1,10,6,6,5.9,6,,,,,CHINA,,CHINA:  XINJIANG:  ZHAOSU,42.905,80.515,11,
2004,5,14,5.4,5.4,5.2,5.4,,,,,CHINA,,CHINA:  QINGHAI PROVINCE:  DELINGHA,37.506,96.758,,
2004,12,10,5.2,,,5.2,,,,,CHINA,,CHINA:  GANSU PROVINCE,34.682,103.781,,
2004,22,30,4.4,,4.4,4.8,,,,,CHINA,,CHINA:  YUNNAN PROVINCE:  BAOSHAN,25.073,99.169,,
2005,23,22,6.1,6.1,6.2,6.1,,,,,CHINA,,CHINA:  XINJIANG PROVINCE:  WUSHI,41.728,79.44,,
2005,0,10,5.2,5.2,4.9,5.4,,,,,CHINA,,"CHINA:  JIANGXI:  JIUJIANG, RUICHANG",29.695,115.689,16,
2006,6,10,4.7,,,4.7,,,,,CHINA,,CHINA:  NEI MONGOL,43.469,119.558,,
2007,14,20,4.5,,,4.5,,,,,CHINA,,CHINA:  GANSU PROVINCE,37.021,103.911,,
2008,22,10,7.2,7.2,7.3,6.3,,,,,CHINA,,CHINA:  XINJIANG PROVINCE,35.49,81.467,,
2008,8,10,5.7,5.7,5.2,5.5,,,,,CHINA,,CHINA:  SICHUAN PROVINCE,32.71,105.54,,
2008,7,10,5.6,5.6,5.4,5.6,,,,,CHINA,,CHINA:  SICHUAN PROVINCE,32.747,105.542,1,
2008,21,46,5,,,5,,,,,CHINA,,CHINA:  YUNNAN PROVINCE,25.051,97.919,,
2008,12,1,6,6,5.9,5.6,,,,,CHINA,,CHINA:  YUNNAN PROVINCE,25.044,97.684,5,
2009,10,17,5.5,,,5.5,,,,,CHINA,,CHINA:  XINJIANG PROVINCE,40.657,78.692,,
2009,11,7,5.7,5.7,5.6,5.5,,,,,CHINA,,CHINA:  YUNNAN PROVINCE:  YAOAN COUNTY,25.632,101.095,,
2010,0,35,4.9,,,4.9,,,,,CHINA,,"CHINA:  SICHUAN PROVINCE: NINGANG, ZIAOJIA",27.197,103.005,,
2011,4,26,5.5,5.5,5.3,5.4,5.4,,,,CHINA,,CHINA:  YUNNAN PROVINCE:  PINGYUAN,24.719,97.969,25,
2011,11,40,5,,,5,,,,,CHINA,,CHINA: YUNNAN PROVINCE: BAOSHAN,24.932,98.73,,
2011,0,28,5.6,5.6,5.4,6,,,,,CHINA,,CHINA:  XINJIANG PROVINCE,43.648,82.437,,10.5
2013,5,8,5.4,5.4,5.1,5.5,,,,,CHINA,,CHINA:  YUNNAN PROVINCE,25.98,99.812,,
2013,0,8,5.8,5.8,,,,,,,CHINA,,CHINA:  YUNNAN PROVINCE:  BENZILAN,28.243,99.35,5,
2014,9,10,6.9,6.9,,,,,,,CHINA,,CHINA:  XINJIANG PROVINCE:  YUTIAN,35.905,82.586,,
